dataset,model,method,k,seed,num_nodes,num_edges_original,num_edges_anonymized,accuracy,macro_f1,micro_f1,accuracy_loss,macro_f1_loss,micro_f1_loss,accuracy_utility_ratio,macro_f1_utility_ratio,micro_f1_utility_ratio,global_utility_score,method_error
pubmed,node2vec_logreg,Ange_Original,50,,,,,0.6416666666666667,0.629404098922357,0.6416666666666667,0.021,0.0157018473553563,0.021,0.9684090828898704,0.9757818228646918,0.9684090828898704,0.9708666628814776,
pubmed,node2vec_logreg,Zhou_Pei,50,,,,,0.3883333333333333,0.363280289560956,0.3883333333333333,0.2743333333333334,0.2818256567167574,0.2743333333333334,0.5859871225066525,0.5631204554405722,0.5859871225066525,0.5783649001512924,
pubmed,node2vec_logreg,original,50,,,,,0.6626666666666666,0.6451059462777134,0.6626666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,original,2,42.0,19717.0,44324.0,44324.0,0.765,0.7586091089927408,0.765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,2,42.0,19717.0,44324.0,44332.0,0.777,0.7708848741930865,0.777,-0.012,-0.0122757652003456,-0.012,1.015686274509804,1.0161819375154155,1.015686274509804,1.0158514955116746,
pubmed,gat,Ange_Modifie_NCC,2,42.0,19717.0,44324.0,100506.0,0.747,0.7335618019699811,0.747,0.018,0.0250473070227597,0.018,0.976470588235294,0.966982591263613,0.976470588235294,0.9733079225780672,
pubmed,gat,Zhou_Pei,2,42.0,19717.0,44324.0,111356.0,0.638,0.6268464385688575,0.638,0.127,0.1317626704238833,0.127,0.8339869281045752,0.826310192084519,0.8339869281045752,0.8314280160978899,
pubmed,gat,1HiKDA,2,42.0,19717.0,44324.0,45151.0,0.763,0.7576508029114275,0.763,0.002,0.0009583060813133,0.002,0.9973856209150328,0.998736759063458,0.9973856209150328,0.9978360002978413,
pubmed,gat,original,2,123.0,19717.0,44324.0,44324.0,0.78,0.7763056579726868,0.78,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,2,123.0,19717.0,44324.0,44332.0,0.783,0.7781759027648226,0.783,-0.003,-0.0018702447921358,-0.003,1.0038461538461538,1.0024091603261271,1.0038461538461538,1.003367156006145,
pubmed,gat,Ange_Modifie_NCC,2,123.0,19717.0,44324.0,100506.0,0.748,0.7293860217096725,0.748,0.032,0.0469196362630143,0.032,0.9589743589743588,0.9395603577261764,0.9589743589743588,0.9525030252249648,
pubmed,gat,Zhou_Pei,2,123.0,19717.0,44324.0,111356.0,0.642,0.6209430267243606,0.642,0.138,0.1553626312483261,0.138,0.823076923076923,0.7998692529769088,0.823076923076923,0.8153410330435849,
pubmed,gat,1HiKDA,2,123.0,19717.0,44324.0,45145.0,0.767,0.7628479342684494,0.767,0.013,0.0134577237042373,0.013,0.9833333333333332,0.9826644008503274,0.9833333333333332,0.983110355838998,
pubmed,gat,original,2,2024.0,19717.0,44324.0,44324.0,0.779,0.7775088225488505,0.779,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,gat,Ange_Original,2,2024.0,19717.0,44324.0,44332.0,0.799,0.7931485765552843,0.799,-0.02,-0.0156397540064338,-0.02,1.0256739409499358,1.0201152109826397,1.0256739409499358,1.023821030960837,
pubmed,gat,Ange_Modifie_NCC,2,2024.0,19717.0,44324.0,100506.0,0.754,0.7363852813852815,0.754,0.025,0.0411235411635689,0.025,0.9679075738125802,0.9471085858180276,0.9679075738125802,0.960974577814396,
pubmed,gat,Zhou_Pei,2,2024.0,19717.0,44324.0,111356.0,0.657,0.6399775194104419,0.657,0.122,0.1375313031384085,0.122,0.8433889602053916,0.823112871327235,0.8433889602053916,0.8366302639126727,
pubmed,gat,1HiKDA,2,2024.0,19717.0,44324.0,45123.0,0.764,0.7600097066872188,0.764,0.015,0.0174991158616316,0.015,0.980744544287548,0.977493353960582,0.980744544287548,0.9796608141785592,
